ID	distance
sub31	8123170
sub31	8119241
sub31	8119587
sub31	8120371
sub31	8121569
sub32	8117353
sub32	8124584
sub32	8117625
sub32	8124676
sub32	8119834
sub32	8123170
sub32	8119241
sub32	8119587
sub32	8120371
sub32	8121569
sub33	8117353
sub33	8124584
sub33	8117625
sub33	8124676
sub33	8119834
sub33	8123170
sub33	8119241
sub33	8119587
sub33	8120371
sub33	8121569
sub34	8117353
sub34	8124584
sub34	8117625
sub34	8124676
sub34	8119834
sub34	8123170
sub34	8119241
sub34	8119587
sub34	8120371
sub34	8121569
sub35	8117353
sub35	8124584
sub35	8117625
sub35	8124676
sub35	8119834
sub35	8123170
sub35	8119241
sub35	8119587
sub35	8120371
sub35	8121569
sub36	8117353
sub36	8124584
sub36	8117625
sub36	8124676
sub36	8119834
sub36	8123170
sub36	8119241
sub36	8119587
sub36	8120371
sub36	8121569
sub37	8117353
sub37	8124584
sub37	8117625
sub37	8124676
sub37	8119834
sub37	8123170
sub37	8119241
sub37	8119587
sub37	8120371
sub37	8121569
sub38	8117353
sub38	8124584
sub38	8117625
sub38	8124676
sub38	8119834
sub38	8123170
sub38	8119241
sub38	8119587
sub38	8120371
sub38	8121569
sub39	8117353
sub39	8124584
sub39	8117625
sub39	8124676
sub39	8119834
sub39	8123170
sub39	8119241
sub39	8119587
sub39	8120371
sub39	8121569
sub40	8117353
sub40	8124584
sub40	8117625
sub40	8124676
sub40	8119834
sub40	8123170
sub40	8119241
sub40	8119587
sub40	8120371
sub40	8121569
sub41	8117353
sub41	8124584
sub41	8117625
sub41	8124676
sub41	8119834
sub41	8123170
sub41	8119241
sub41	8119587
sub41	8120371
sub41	8121569
sub42	8117353
sub42	8124584
sub42	8117625
sub42	8124676
sub42	8119834
sub42	8123170
sub42	8119241
sub42	8119587
sub42	8120371
sub42	8121569
sub43	8117353
sub43	8124584
sub43	8117625
sub43	8124676
sub43	8119834
sub43	8123170
sub43	8119241
sub43	8119587
sub43	8120371
sub43	8121569
sub44	8117353
sub44	8124584
sub44	8117625
sub44	8124676
sub44	8119834
sub44	8123170
sub44	8119241
sub44	8119587
sub44	8120371
sub44	8121569
sub45	8117353
sub45	8124584
sub45	8117625
sub45	8124676
sub45	8119834
sub45	8123170
sub45	8119241
sub45	8119587
sub45	8120371
sub45	8121569
sub46	8117353
sub46	8124584
sub46	8117625
sub46	8124676
sub46	8119834
sub46	8123170
sub46	8119241
sub46	8119587
sub46	8120371
sub46	8121569
sub47	8117353
sub47	8124584
sub47	8117625
sub47	8124676
sub47	8119834
sub47	8123170
sub47	8119241
sub47	8119587
sub47	8120371
sub47	8121569
sub48	8117353
sub48	8124584
sub48	8117625
sub48	8124676
sub48	8119834
sub48	8123170
sub48	8119241
sub48	8119587
sub48	8120371
sub48	8121569
sub49	8117353
sub49	8124584
sub49	8117625
sub49	8124676
sub49	8119834
sub49	8123170
sub49	8119241
sub49	8119587
sub49	8120371
sub49	8121569
sub50	8117353
sub50	8124584
sub50	8117625
sub50	8124676
sub50	8119834
sub50	8123170
sub50	8119241
sub50	8119587
sub50	8120371
sub50	8121569
sub51	8117353
sub51	8124584
sub51	8117625
sub51	8124676
sub51	8119834
sub51	8123170
sub51	8119241
sub51	8119587
sub51	8120371
sub51	8121569
sub52	8117353
sub52	8124584
sub52	8117625
sub52	8124676
sub52	8119834
sub52	8123170
sub52	8119241
sub52	8119587
sub52	8120371
sub52	8121569
sub53	8117353
sub53	8124584
sub53	8117625
sub53	8124676
sub53	8119834
sub53	8123170
sub53	8119241
sub53	8119587
sub53	8120371
sub53	8121569
sub54	8117353
sub54	8124584
sub54	8117625
sub54	8124676
sub54	8119834
sub54	8123170
sub54	8119241
sub54	8119587
sub54	8120371
sub54	8121569
sub55	8117353
sub55	8124584
sub55	8117625
sub55	8124676
sub55	8119834
sub55	8123170
sub55	8119241
sub55	8119587
sub55	8120371
sub55	8121569
sub56	8117353
sub56	8124584
sub56	8117625
sub56	8124676
sub56	8119834
sub56	8123170
sub56	8119241
sub56	8119587
sub56	8120371
sub56	8121569
sub57	8117353
sub57	8124584
sub57	8117625
sub57	8124676
sub57	8119834
sub57	8123170
sub57	8119241
sub57	8119587
sub57	8120371
sub57	8121569
sub58	8117353
sub58	8124584
sub58	8117625
sub58	8124676
sub58	8119834
sub58	8123170
sub58	8119241
sub58	8119587
sub58	8120371
sub58	8121569
sub59	8117353
sub59	8124584
sub59	8117625
sub59	8124676
sub59	8119834
sub59	8123170
sub59	8119241
sub59	8119587
sub59	8120371
sub59	8121569
sub60	8117353
sub60	8124584
sub60	8117625
sub60	8124676
sub60	8119834
sub60	8123170
sub60	8119241
sub60	8119587
sub60	8120371
sub60	8121569
sub61	8117353
sub61	8124584
sub61	8117625
sub61	8124676
sub61	8119834
sub61	8123170
sub61	8119241
sub61	8119587
sub61	8120371
sub61	8121569
sub62	8117353
sub62	8124584
sub62	8117625
sub62	8124676
sub62	8119834
sub62	8123170
sub62	8119241
sub62	8119587
sub62	8120371
sub62	8121569
sub63	8117353
sub63	8124584
sub63	8117625
sub63	8124676
sub63	8119834
sub63	8123170
sub63	8119241
sub63	8119587
sub63	8120371
sub63	8121569
sub64	8117353
sub64	8124584
sub64	8117625
sub64	8124676
sub64	8119834
sub64	8123170
sub64	8119241
sub64	8119587
sub64	8120371
sub64	8121569
sub65	8117353
sub65	8124584
sub65	8117625
sub65	8124676
sub65	8119834
sub65	8123170
sub65	8119241
sub65	8119587
sub65	8120371
sub65	8121569
sub66	8117353
sub66	8124584
sub66	8117625
sub66	8124676
sub66	8119834
sub66	8123170
sub66	8119241
sub66	8119587
sub66	8120371
sub66	8121569
sub67	8117353
sub67	8124584
sub67	8117625
sub67	8124676
sub67	8119834
sub67	8123170
sub67	8119241
sub67	8119587
sub67	8120371
sub67	8121569
sub68	8117353
sub68	8124584
sub68	8117625
sub68	8124676
sub68	8119834
sub68	8123170
sub68	8119241
sub68	8119587
sub68	8120371
sub68	8121569
sub69	8117353
sub69	8124584
sub69	8117625
sub69	8124676
sub69	8119834
sub69	8123170
sub69	8119241
sub69	8119587
sub69	8120371
sub69	8121569
sub70	8117353
sub70	8124584
sub70	8117625
sub70	8124676
sub70	8119834
sub70	8123170
sub70	8119241
sub70	8119587
sub70	8120371
sub70	8121569
sub71	8117353
sub71	8124584
sub71	8117625
sub71	8124676
sub71	8119834
sub71	8123170
sub71	8119241
sub71	8119587
sub71	8120371
sub71	8121569
sub72	8117353
sub72	8124584
sub72	8117625
sub72	8124676
sub72	8119834
sub72	8123170
sub72	8119241
sub72	8119587
sub72	8120371
sub72	8121569
sub73	8117353
sub73	8124584
sub73	8117625
sub73	8124676
sub73	8119834
sub73	8123170
sub73	8119241
sub73	8119587
sub73	8120371
sub73	8121569
sub74	8117353
sub74	8124584
sub74	8117625
sub74	8124676
sub74	8119834
sub74	8123170
sub74	8119241
sub74	8119587
sub74	8120371
sub74	8121569
sub75	8117353
sub75	8124584
sub75	8117625
sub75	8124676
sub75	8119834
sub75	8123170
sub75	8119241
sub75	8119587
sub75	8120371
sub75	8121569
sub76	8117353
sub76	8124584
sub76	8117625
sub76	8124676
sub76	8119834
sub76	8123170
sub76	8119241
sub76	8119587
sub76	8120371
sub76	8121569
sub77	8117353
sub77	8124584
sub77	8117625
sub77	8124676
sub77	8119834
sub77	8123170
sub77	8119241
sub77	8119587
sub77	8120371
sub77	8121569
sub78	8117353
sub78	8124584
sub78	8117625
sub78	8124676
sub78	8119834
sub78	8123170
sub78	8119241
sub78	8119587
sub78	8120371
sub78	8121569
sub79	8117353
sub79	8124584
sub79	8117625
sub79	8124676
sub79	8119834
sub79	8123170
sub79	8119241
sub79	8119587
sub79	8120371
sub79	8121569
sub80	8117353
sub80	8124584
sub80	8117625
sub80	8124676
sub80	8119834
sub80	8123170
sub80	8119241
sub80	8119587
sub80	8120371
sub80	8121569
sub81	8117353
sub81	8124584
sub81	8117625
sub81	8124676
sub81	8119834
sub81	8123170
sub81	8119241
sub81	8119587
sub81	8120371
sub81	8121569
sub82	8117353
sub82	8124584
sub82	8117625
sub82	8124676
sub82	8119834
sub82	8123170
sub82	8119241
sub82	8119587
sub82	8120371
sub82	8121569
sub83	8117353
sub83	8124584
sub83	8117625
sub83	8124676
sub83	8119834
sub83	8123170
sub83	8119241
sub83	8119587
sub83	8120371
sub83	8121569
sub84	8117353
sub84	8124584
sub84	8117625
sub84	8124676
sub84	8119834
sub84	8123170
sub84	8119241
sub84	8119587
sub84	8120371
sub84	8121569
sub85	8117353
sub85	8124584
sub85	8117625
sub85	8124676
sub85	8119834
sub85	8123170
sub85	8119241
sub85	8119587
sub85	8120371
sub85	8121569
sub86	8117353
sub86	8124584
sub86	8117625
sub86	8124676
sub86	8119834
sub86	8123170
sub86	8119241
sub86	8119587
sub86	8120371
sub86	8121569
sub87	8117353
sub87	8124584
sub87	8117625
sub87	8124676
sub87	8119834
sub87	8123170
sub87	8119241
sub87	8119587
sub87	8120371
sub87	8121569
sub88	8117353
sub88	8124584
sub88	8117625
sub88	8124676
sub88	8119834
sub88	8123170
sub88	8119241
sub88	8119587
sub88	8120371
sub88	8121569
sub89	8117353
sub89	8124584
sub89	8117625
sub89	8124676
sub89	8119834
sub89	8123170
sub89	8119241
sub89	8119587
sub89	8120371
sub89	8121569
sub90	8117353
sub90	8124584
sub90	8117625
sub90	8124676
sub90	8119834
sub90	8123170
sub90	8119241
sub90	8119587
sub90	8120371
sub90	8121569
sub91	8117353
sub91	8124584
sub91	8117625
sub91	8124676
sub91	8119834
sub91	8123170
sub91	8119241
sub91	8119587
sub91	8120371
sub91	8121569
sub92	8117353
sub92	8124584
sub92	8117625
sub92	8124676
sub92	8119834
sub92	8123170
sub92	8119241
sub92	8119587
sub92	8120371
sub92	8121569
sub93	8117353
sub93	8124584
sub93	8117625
sub93	8124676
sub93	8119834
sub93	8123170
sub93	8119241
sub93	8119587
sub93	8120371
sub93	8121569
sub94	8117353
sub94	8124584
sub94	8117625
sub94	8124676
sub94	8119834
sub94	8123170
sub94	8119241
sub94	8119587
sub94	8120371
sub94	8121569
sub95	8117353
sub95	8124584
sub95	8117625
sub95	8124676
sub95	8119834
sub95	8123170
sub95	8119241
sub95	8119587
sub95	8120371
sub95	8121569
sub96	8117353
sub96	8124584
sub96	8117625
sub96	8124676
sub96	8119834
sub96	8123170
sub96	8119241
sub96	8119587
sub96	8120371
sub96	8121569
sub97	8117353
sub97	8124584
sub97	8117625
sub97	8124676
sub97	8119834
sub97	8123170
sub97	8119241
sub97	8119587
sub97	8120371
sub97	8121569
sub98	8117353
sub98	8124584
sub98	8117625
sub98	8124676
sub98	8119834
sub98	8123170
sub98	8119241
sub98	8119587
sub98	8120371
sub98	8121569
sub99	8117353
sub99	8124584
sub99	8117625
sub99	8124676
sub99	8119834
sub99	8123170
sub99	8119241
sub99	8119587
sub99	8120371
sub99	8121569
sub100	8117353
sub100	8124584
sub100	8117625
sub100	8124676
sub100	8119834
sub100	8123170
sub100	8119241
sub100	8119587
sub100	8120371
sub100	8121569
